"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6"
"5176",150000,2,1,2,32,0,0,0,0,0,0,30697,40139,49410,58549,67560,86315,10000,10000,10000,10000,20000,1718
"5177",80000,2,1,2,27,0,0,0,0,0,0,36959,38042,38925,40274,41598,42926,2000,1800,2000,2000,2000,3000
"5178",30000,2,2,2,26,2,2,2,2,0,0,30028,26208,28804,22335,17448,17448,0,3400,0,0,0,0
"5179",2e+05,2,3,1,49,-1,2,2,2,0,0,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000
"5180",230000,2,3,1,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5181",20000,1,2,2,35,0,0,0,0,0,0,19600,19694,19945,20051,19472,19830,1312,1363,1249,1000,2000,1000
"5182",50000,2,2,1,27,-1,2,-1,-1,0,-1,780,390,390,780,390,390,0,390,780,0,390,0
"5183",80000,2,2,1,30,1,2,2,2,0,0,69942,68219,75688,73563,43255,35852,0,8600,0,1600,1300,1300
"5184",60000,2,1,2,23,0,0,0,0,0,-1,3517,3277,11335,9341,6451,3592,1000,10341,0,0,3592,3911
"5185",50000,2,1,2,26,0,0,2,0,0,0,39052,44416,43407,44382,45672,46758,6000,0,2000,2000,2000,2000
"5186",40000,2,1,2,23,-1,-1,2,0,0,0,32346,35595,34113,35513,36513,35956,4082,0,2000,1000,500,0
"5187",50000,1,3,3,59,0,0,0,0,0,0,50739,50142,18894,18512,16853,18401,1500,1500,1000,1000,2000,1000
"5188",190000,1,2,1,58,2,0,0,0,0,0,135184,139664,142293,113086,115433,117789,6586,5881,3292,3399,3469,5000
"5189",150000,2,2,1,25,0,0,0,0,0,0,147476,140352,110722,98874,65258,58027,6640,4100,4000,2675,2500,1500
"5190",170000,1,4,2,28,0,0,0,0,0,0,169763,166286,162330,110034,97018,96056,6300,8138,4206,3366,3421,3642
"5191",650000,2,1,2,29,1,-1,-1,-1,0,0,21289,518,216,2482,5178,5506,3000,1000,2500,3500,4000,3000
"5192",320000,2,2,2,31,0,0,0,0,0,0,104850,101705,93489,95033,96941,108463,3600,4277,4000,3600,13203,4500
"5193",90000,2,1,2,28,0,0,0,0,0,-1,88345,90260,87535,89335,19715,4709,3360,1947,2000,10000,4709,82400
"5194",2e+05,2,2,1,25,0,0,0,0,0,0,108174,111378,113751,110828,110592,103734,5000,4200,3820,4000,3760,4006
"5195",130000,1,1,2,34,2,2,2,0,0,2,72996,75241,73442,75115,79230,81278,4000,0,3500,5500,3500,0
"5196",10000,2,2,1,49,0,0,0,0,0,0,8671,6613,7648,8758,9410,4373,1265,1300,1400,1000,304,283
"5197",50000,2,2,1,26,0,0,0,0,0,0,49855,51099,51192,50895,19535,20093,4100,3000,3500,1000,1000,1100
"5198",90000,2,1,2,29,2,2,2,0,0,0,7052,9370,9078,10267,10350,10564,2605,0,1500,550,529,531
"5199",80000,2,3,2,26,0,0,2,0,0,0,40931,44374,43365,44143,45079,45977,4100,0,1800,1800,1800,2000
"5200",50000,1,2,2,29,1,2,0,0,0,0,49612,48546,49157,49890,48941,49940,0,1900,1333,0,999,0
"5201",310000,1,2,2,29,3,2,2,2,-1,2,400,400,400,400,20334,19050,0,0,0,20334,0,21573
"5202",5e+05,1,3,1,55,2,0,0,0,0,0,613860,512526,334227,145482,125936,91382,37300,11000,4500,4000,4000,1e+05
"5203",20000,1,3,2,24,0,0,0,0,2,2,13470,14748,15761,17497,17075,19777,1500,1264,2000,0,3000,0
"5204",50000,2,3,1,52,3,2,0,0,0,0,49534,48061,48807,49347,17524,17497,0,2200,2100,606,624,622
"5205",3e+05,2,3,1,52,0,0,0,0,0,0,293174,268652,285524,235773,221123,221269,15000,25000,8000,22000,10060,9000
"5206",150000,2,2,2,27,0,0,0,0,0,0,88957,92548,82169,67958,69310,70819,5500,2730,2468,2483,2628,10000
"5207",180000,2,1,1,47,1,-2,-1,-1,-2,-2,-12,-12,3300,0,0,0,0,3312,0,0,0,0
"5208",360000,2,3,1,45,0,0,0,0,0,-1,167370,183070,190369,185069,195069,27004,20000,16000,5000,20000,30000,10000
"5209",290000,2,5,2,35,0,0,0,0,0,0,33278,33694,32453,27981,14096,10240,1600,1700,2015,2000,1000,1000
"5210",180000,1,3,1,27,0,0,0,0,0,0,12303,11757,11695,5891,753,21753,2000,1700,300,0,21000,1000
"5211",1e+05,2,2,1,42,-2,-2,-2,-2,-2,-2,2811,1055,8090,5524,4973,1000,1055,8090,5549,4973,1000,1000
"5212",220000,1,2,1,38,0,0,0,0,0,0,147048,137560,131090,121259,117003,116902,6364,5892,5000,4369,4178,5000
"5213",250000,2,2,1,35,-2,-2,-2,-2,-2,-1,7379,42849,24502,25016,33754,4418,45000,25000,15167,80000,5000,6000
"5214",50000,1,3,2,27,0,0,-2,-2,-2,-2,17500,0,0,0,0,0,0,0,0,0,0,0
"5215",50000,2,1,2,29,0,0,2,0,0,0,6161,8998,8319,8672,9390,9861,3500,0,1282,1000,1000,3000
"5216",270000,2,2,1,34,0,0,0,0,0,0,160006,163338,166672,170000,173547,177013,5420,5532,5572,5763,5804,5996
"5217",130000,2,1,1,23,1,2,-1,-1,-1,-1,126885,62717,29615,22110,15352,10452,239,29615,22135,15352,10452,4623
"5218",170000,2,1,2,28,0,0,0,0,0,2,42062,43170,44283,46352,51384,50568,2000,2000,3000,6000,0,2000
"5219",150000,2,5,1,38,-2,-2,-2,-2,-2,-2,0,0,1597,-3,1764,718,0,1597,0,1767,718,0
"5220",350000,1,1,2,29,0,0,0,0,-2,-2,16476,21256,25750,0,0,0,5000,5000,0,0,0,0
"5221",70000,1,1,1,42,0,0,0,0,0,0,70730,58103,68197,50756,50843,46727,3500,15000,3000,2000,1840,1798
"5222",2e+05,2,2,2,33,0,0,0,0,0,0,189740,194328,196018,189865,193703,199154,6450,6600,5350,5500,7100,5500
"5223",180000,2,1,2,33,-1,-1,-1,-1,-1,-1,4019,1550,4278,331,3456,11964,1550,4278,334,3456,11964,5690
"5224",30000,1,3,1,52,2,3,2,0,0,0,31521,30749,29506,29106,29106,29700,0,0,0,0,594,0
"5225",2e+05,1,1,1,38,-2,-2,-2,-2,-2,-2,2780,2645,-10,4115,1315,0,2658,0,4125,1315,0,0
"5226",150000,2,1,2,25,0,0,0,0,0,0,119788,112824,92456,80532,59866,49472,4728,3610,2377,1714,828,846
"5227",60000,1,2,1,52,0,0,0,0,0,0,56893,58170,56539,29425,28013,29075,3000,2000,1000,1000,1500,2450
"5228",60000,1,3,1,55,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5229",390000,1,1,1,36,-2,-2,-2,-2,-2,-2,8040,7818,8051,-5,1965,3088,7857,8091,0,990,3108,8486
"5230",450000,1,2,2,37,0,0,0,0,0,0,136655,146400,156049,164076,170885,177483,13492,13641,12168,9650,9650,9650
"5231",60000,2,2,1,23,0,0,0,0,2,2,59408,58844,43427,30408,30632,30021,2230,2000,4300,1000,0,2000
"5232",230000,2,2,1,44,-1,-1,-1,-1,0,-1,899,1000,1685,3207,1941,329,1000,1685,3207,0,329,2208
"5233",110000,1,1,2,29,0,0,0,0,0,0,109241,109833,108778,74692,77912,49264,5209,3009,1494,3220,2004,72677
"5234",30000,1,3,2,23,1,2,0,0,0,0,30391,29144,30419,30097,25887,25707,0,2033,1420,0,92,0
"5235",1e+05,2,2,1,40,0,0,0,0,0,0,90828,83479,73749,68512,72518,65890,3523,3025,2344,5000,3000,2000
"5236",90000,2,2,1,55,-2,-2,-2,-2,-2,-2,3388,0,0,0,0,7707,0,0,0,0,7707,0
"5237",80000,1,2,2,28,3,2,0,0,0,0,79425,77223,75075,76348,77798,79843,107,2563,2356,2296,2800,910
"5238",120000,2,2,2,28,0,0,0,0,-2,-2,48499,48684,6344,0,0,0,1621,1000,1326,0,0,0
"5239",5e+05,2,1,1,58,1,-1,0,-1,0,0,-1,33982,37844,9441,12700,19267,35436,37311,9442,5001,10001,95478
"5240",120000,1,2,2,40,2,2,2,2,2,2,58908,53306,50104,43957,43401,37371,1000,3000,0,5000,0,31000
"5241",50000,1,1,1,27,2,2,2,2,0,0,43333,46308,47250,46192,46997,48221,4000,2000,0,1700,2000,3600
"5242",110000,2,3,2,33,0,0,0,0,0,0,110704,55885,56779,56580,57509,58715,2056,2100,2100,2076,2400,2100
"5243",50000,1,1,2,34,1,2,2,2,2,2,22746,22099,24121,23437,25101,24549,0,2700,0,2200,0,1030
"5244",180000,1,1,2,40,0,0,0,0,0,0,93648,92017,87173,83205,84996,89723,4246,3000,3100,3200,7500,2916
"5245",5e+05,2,1,2,50,-2,-2,-2,-2,-2,-2,0,0,0,0,0,706,0,0,0,0,706,18115
"5246",2e+05,2,1,2,26,-1,0,0,0,0,0,32938,25985,19496,16104,28666,18215,3000,1241,5000,16831,1000,1000
"5247",120000,2,1,2,29,0,0,0,0,0,0,110488,107488,97021,86283,87345,81666,4000,5000,3000,3300,3010,3000
"5248",30000,1,3,1,45,2,2,2,3,5,4,25161,24476,28721,31262,30217,29158,0,5000,3300,0,0,0
"5249",170000,1,2,1,37,-2,-2,-2,-2,-2,-2,5635,6321,102108,2120,2873,0,6321,102108,2120,2873,0,870
"5250",30000,2,2,2,25,2,2,2,2,3,2,300,300,300,1126,826,676,0,0,828,0,0,31496
"5251",420000,1,2,2,39,0,0,0,0,0,0,204984,209929,190689,173547,176980,180109,8006,7000,6000,6500,6500,10000
"5252",160000,2,3,1,38,-2,-2,-2,-2,-2,-2,5207,207,207,207,207,207,207,207,207,207,207,207
"5253",30000,1,2,1,38,2,0,0,0,0,-2,28484,29242,30037,29682,0,0,1905,1700,1108,0,0,0
"5254",60000,2,2,2,42,0,0,0,0,0,0,60902,61078,61160,61055,60895,61587,2350,2532,2510,3250,2900,2630
"5255",1e+05,2,2,1,28,2,0,0,0,0,2,73073,74739,70844,63924,57326,59654,3500,3003,1910,2400,3300,0
"5256",260000,2,2,2,29,0,0,0,0,0,0,16496,15610,7486,5692,5206,6159,8027,3000,3000,3000,1000,2000
"5257",210000,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5258",30000,2,1,2,23,0,0,0,0,0,0,29292,28809,30005,30452,29197,29381,1804,2000,1200,1600,1211,1165
"5259",30000,2,2,2,27,0,0,0,0,2,2,8476,9677,10715,13218,12709,17463,1500,1500,3000,0,5000,0
"5260",140000,1,2,1,55,0,0,0,0,0,0,78314,81049,82810,83544,85692,87425,4000,4000,3000,3500,3158,8000
"5261",50000,1,2,1,48,2,0,0,0,0,0,79262,40931,40892,41612,18825,18019,3278,1880,1650,10000,1000,700
"5262",280000,1,2,2,30,0,0,0,0,0,0,31272,40688,139417,144087,147694,155284,10000,1e+05,7000,6000,10000,8000
"5263",340000,2,1,2,34,-1,-1,-1,-1,-1,-1,32488,42449,30042,28987,13104,59204,42552,30084,29033,13120,59273,1241
"5264",270000,2,2,1,34,0,0,0,0,0,0,74813,75221,73293,72213,74734,76089,3000,4000,4000,5000,4000,5000
"5265",380000,1,2,1,38,0,0,0,0,0,0,365427,363267,372261,375423,359527,361201,14008,17000,13070,15000,13000,14000
"5266",420000,1,2,1,39,0,0,0,0,0,0,171141,118103,119543,122851,126007,129144,5700,4600,5000,5000,5000,4700
"5267",50000,2,3,2,54,4,4,3,2,2,0,51300,50222,49097,50036,49145,47639,0,0,2000,0,1900,2000
"5268",130000,1,3,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5269",120000,1,1,1,50,2,2,2,0,0,2,38565,39997,39211,39917,42268,43192,2200,0,1500,3000,1600,1500
"5270",2e+05,2,1,2,28,-1,-1,-1,-1,-1,-1,3494,2516,2228,6338,2290,3620,2516,2228,6338,2290,3620,6504
"5271",240000,1,1,2,41,0,0,0,0,0,0,24171,26474,28480,30247,30122,27437,3759,3500,3000,982,3437,2044
"5272",50000,2,1,2,23,0,0,0,0,0,0,15213,16253,17289,18396,19089,19629,1300,1300,1400,1000,1000,1043
"5273",50000,1,2,2,29,0,0,2,0,0,0,48632,52100,50611,50411,19722,19682,4600,0,2200,900,800,800
"5274",50000,2,1,1,39,1,-1,-1,-1,-1,-2,0,13030,0,4402,0,0,13030,0,4402,0,0,0
"5275",2e+05,1,2,1,41,-2,-2,-2,-2,-2,-2,23025,22369,23344,23627,3977,1100,0,1400,1110,1000,0,1736
"5276",80000,1,3,1,33,-1,-1,-1,-1,-1,-1,390,390,390,1936,390,390,390,390,1936,390,390,390
"5277",2e+05,2,1,1,39,-1,-1,-1,-2,-1,-1,14510,7922,0,0,506,4408,7922,0,0,506,4408,0
"5278",360000,1,2,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5279",3e+05,2,3,1,31,-1,-1,-1,-1,-1,-1,331,331,331,331,-1,199,332,332,332,0,200,0
"5280",180000,1,1,2,27,0,0,0,0,-1,0,212751,205797,206670,31546,141189,138880,40000,37000,3270,194989,5753,5000
"5281",430000,2,2,2,29,-2,-2,-2,-2,-2,-2,2548,12020,2539,2250,0,2580,12082,2539,2250,0,2580,171
"5282",380000,2,1,1,42,-1,-1,-1,-1,-2,-2,7079,10387,2956,316,316,312,10437,2982,316,316,312,1323
"5283",170000,1,2,2,36,-1,-1,-1,-1,-1,-1,2104,2074,10719,12654,25784,19950,2081,10725,12654,25784,19950,200
"5284",90000,2,2,2,24,0,0,0,0,0,0,15985,11413,61879,56377,51068,51722,4000,55000,3750,2500,2500,2500
"5285",280000,1,2,2,39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691,11128,11234,11002,10000,10000,10000
"5286",130000,2,2,2,23,2,2,2,2,0,0,115978,121386,108759,94692,96419,98233,12073,3400,0,3482,4037,2630
"5287",50000,2,1,2,23,-1,-1,-2,-2,-2,-2,2332,0,0,0,0,0,0,0,0,0,0,0
"5288",230000,2,1,2,30,0,0,0,0,0,0,64062,56716,30038,22872,22567,21973,5000,3000,3616,3000,2000,0
"5289",450000,2,1,1,37,0,0,-1,-1,-1,-1,13371,13480,5747,3339,9458,7231,4000,5747,3339,18916,7231,4972
"5290",290000,1,2,2,35,-1,-1,-1,-2,-2,-1,17397,11754,28874,77790,8142,9547,12556,29020,78178,8572,9590,151945
"5291",50000,2,5,2,24,0,0,0,0,0,0,42207,43517,44330,45404,46363,47630,2000,1800,1800,1700,2000,3700
"5292",120000,2,2,2,54,0,0,0,0,0,0,20157,19295,13531,10129,11581,12782,2000,1500,1500,2000,1782,2000
"5293",40000,1,1,1,57,0,0,0,0,0,2,87313,88918,92387,94078,101340,20650,2729,3692,2846,7540,0,0
"5294",220000,1,2,1,47,4,3,2,2,2,2,216591,197022,198088,187000,179703,174571,0,6000,0,14004,0,7000
"5295",20000,1,2,2,24,0,0,0,0,-2,-2,15940,19222,20650,0,0,0,3572,2000,0,0,0,0
"5296",150000,2,3,1,59,-2,-2,-2,-2,-2,-2,11067,12367,10557,9974,11507,1926,12405,10557,9974,11507,1926,5512
"5297",160000,2,5,2,31,-1,-1,-1,0,-1,-1,1790,0,31568,17638,1285,2705,0,31568,353,1285,2705,0
"5298",2e+05,2,1,2,32,-1,-1,-1,-1,-2,-1,146,-3,670,0,0,868,0,673,0,0,868,4
"5299",30000,1,2,2,24,1,2,2,3,2,0,20985,20393,20399,19945,19645,11229,0,2403,0,0,2000,0
"5300",10000,1,1,2,22,2,2,2,0,0,2,6883,9108,8813,10066,10017,9705,2500,0,1400,1100,0,500
"5301",70000,1,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,313
"5302",620000,2,1,2,31,0,0,0,0,0,0,569023,562316,475333,473182,481896,513798,23009,20004,20008,14000,35804,250005
"5303",120000,1,2,2,39,1,-1,2,2,-2,-2,0,780,780,0,0,0,1170,0,0,0,0,0
"5304",110000,2,2,2,40,0,0,0,0,0,0,111720,86877,133187,65025,62777,62105,3406,2357,2239,3617,2247,2500
"5305",50000,2,1,2,25,0,0,0,0,0,0,48408,47563,41319,25110,20478,20258,1774,2100,1609,1000,1000,1000
"5306",20000,2,2,2,40,2,2,0,0,0,3,18278,17696,19008,19083,21871,21236,0,1612,687,3100,0,0
"5307",240000,2,3,1,37,-2,-2,-1,-1,-2,-1,-3,-3,1130,3525,0,2116,0,1133,3525,0,2116,7442
"5308",5e+05,2,2,1,42,0,0,0,0,0,0,506787,487049,478965,401635,423136,422271,21000,17414,12000,30000,18000,11000
"5309",90000,1,5,2,34,0,0,0,0,0,0,101023,97045,102372,100794,98277,96735,3580,13000,7000,6000,7000,8200
"5310",120000,2,1,2,28,1,-1,2,2,-1,-1,0,780,390,0,762,-18,1170,0,0,762,0,0
"5311",40000,2,2,1,36,1,2,0,0,0,0,38430,37537,38156,39581,36506,37893,0,1575,2000,1500,2000,3000
"5312",50000,1,2,2,23,0,0,-1,0,0,-1,96234,44882,1270,880,390,390,1052,1270,0,0,390,0
"5313",60000,1,2,2,33,0,0,0,0,0,-1,56221,58271,58446,53368,-632,15368,3000,3000,3000,0,16000,1000
"5314",70000,1,3,1,40,0,0,0,0,0,-1,41986,31059,23283,11523,23516,1600,1455,1278,1000,235,1600,4316
"5315",150000,2,2,2,25,-2,-2,-2,-2,-2,-2,36215,6105,1076,0,3113,0,6105,1084,0,3113,0,0
"5316",340000,2,3,1,47,0,0,0,2,0,0,169842,158469,154170,135951,123353,110723,7000,14000,0,4000,4000,5000
"5317",90000,2,1,1,41,-1,-1,-1,-1,-1,-1,6160,3274,6190,307,2870,670,3276,6246,307,2870,670,1362
"5318",50000,2,1,2,27,3,2,2,7,7,7,300,300,300,300,300,300,0,0,0,0,0,0
"5319",110000,2,1,1,31,1,-2,-1,-1,0,0,0,0,638,225,225,0,0,638,225,0,0,0
"5320",240000,1,2,2,67,0,0,0,0,0,0,508581,471796,468202,442401,419209,425061,17389,80167,15167,16000,13133,196084
"5321",430000,2,1,2,42,-2,-2,-2,-2,-2,-2,9777,75276,5999,38845,0,1111,75276,6008,48845,0,1111,1140
"5322",260000,2,2,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5323",180000,2,2,1,36,2,2,2,2,2,0,172360,176867,179020,180773,128078,119632,9000,6600,7000,0,4500,4410
"5324",30000,1,2,1,49,-1,-1,2,-1,-1,-2,390,1358,578,340,-50,-440,1936,0,340,0,0,0
"5325",430000,1,1,2,40,-2,-2,-2,-2,-2,-2,2099,8256,4353,471,5779,4468,8297,4391,473,5808,4489,3934
"5326",4e+05,2,2,2,24,0,0,-1,-1,-1,-1,14925,12559,3926,500,1236,11975,5000,3926,500,1236,11975,253
"5327",80000,2,2,2,29,-1,-1,-1,2,0,-1,1443,1443,4545,2886,1443,3743,1443,4545,0,0,3743,3000
"5328",230000,2,2,1,39,-2,-2,-2,-2,-2,-2,0,0,1052,0,1931,0,0,1052,0,1931,0,3915
"5329",5e+05,2,1,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5330",350000,2,2,2,37,0,0,0,0,0,0,336061,343205,351794,357090,342253,276516,12701,14100,12109,11482,11841,115165
"5331",20000,1,2,1,45,2,2,0,0,0,0,21136,20043,20192,19459,36290,19774,11,2505,2000,3000,1203,500
"5332",360000,2,2,1,38,-1,-1,-1,-1,-1,-1,1604,238,2402,3580,183,1995,239,2414,3597,183,2005,3635
"5333",70000,2,2,1,51,2,2,2,2,2,2,43913,44911,45772,46611,47508,48476,2000,1900,1900,1800,1900,1900
"5334",2e+05,2,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5335",180000,1,2,2,30,0,0,0,0,0,0,42198,43192,47493,48401,50096,51238,2000,5000,2000,2500,2100,1623
"5336",80000,1,2,2,33,2,2,0,0,0,0,24928,24229,25832,27394,29922,31879,0,2000,2000,3000,2600,0
"5337",50000,2,2,2,51,0,0,0,0,0,0,57595,54503,51217,47919,44593,38475,1996,1804,1664,1560,1370,1335
"5338",180000,2,2,2,26,0,0,0,0,0,0,10874,9324,7738,6369,6109,7603,2000,2000,2000,3109,5000,5520
"5339",280000,2,2,2,30,-1,-1,-1,0,0,-1,1478,-3,12353,22633,7666,10260,0,12356,11079,1447,10310,290
"5340",230000,2,1,2,27,0,0,0,0,0,0,145959,94798,70299,40299,33112,18009,3551,3000,1284,1000,1000,1000
"5341",160000,1,1,1,43,-1,-1,-1,-1,-1,2,238,0,237,-300,300,150,0,237,0,600,0,234
"5342",20000,2,2,1,24,0,0,0,0,-1,0,17599,18920,19000,0,80,540,1920,1000,0,40,1000,844
"5343",90000,2,1,1,28,-1,0,0,0,0,0,12759,10941,10420,14420,9855,9097,5000,6000,4000,5000,3500,5000
"5344",3e+05,1,2,1,41,0,0,0,0,0,0,66132,67445,68856,69392,70798,72252,2412,2496,1678,1702,1746,1772
"5345",250000,2,1,1,38,-1,-1,-1,-1,-1,-1,532,1106,771,625,1099,326,1106,771,625,1099,326,326
"5346",140000,2,1,2,35,2,2,2,2,2,2,56528,57973,58679,59379,60636,61656,2800,2100,2100,2200,2000,2400
"5347",260000,2,1,1,39,0,0,0,0,0,0,256557,188370,186778,184132,189947,89016,6726,6637,7784,10000,3500,3434
"5348",30000,2,3,1,55,1,2,0,0,0,0,30724,29278,30393,29785,30377,30155,0,1600,1585,1377,1155,2600
"5349",110000,2,2,2,25,0,0,0,0,0,0,111115,113515,111815,79375,78541,79731,6000,5000,3000,3100,3000,3000
"5350",80000,1,2,1,23,-2,-2,-2,-2,-2,-2,795,1698,798,-2,748,708,1703,800,0,750,810,1310
"5351",120000,2,2,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
"5352",190000,2,2,2,44,0,0,0,0,0,0,137394,140899,144636,148173,151853,155031,5774,5987,5948,6000,5481,5500
"5353",150000,2,2,1,30,-1,-1,0,0,-1,-1,35213,115041,135090,80085,35940,38460,115041,66066,2031,35940,38460,41154
"5354",280000,2,1,1,39,0,0,0,0,0,0,97694,89690,86812,87813,88267,89676,4014,4300,4153,2900,2500,2600
"5355",270000,1,1,2,40,0,0,0,0,0,0,193444,202284,199443,147121,162262,107338,15000,7000,10000,25000,15000,15000
"5356",180000,2,2,2,32,-1,-1,-2,-2,-2,-2,134,357,288,837,467,15868,357,288,837,467,15868,351
"5357",120000,2,1,1,42,0,0,0,0,0,0,23331,12125,13903,13858,14777,46061,5000,5000,5000,5000,10000,6000
"5358",110000,2,3,2,45,0,0,0,0,0,0,9242,9484,13922,18766,28498,30667,5000,5000,5000,10000,5000,5000
"5359",270000,2,2,1,31,-1,-1,0,0,0,0,6894,14246,43615,33336,36045,28725,14305,43000,1740,16045,2000,5000
"5360",310000,2,2,2,29,0,0,0,0,0,-1,135195,78756,44127,44782,2108,1983,3500,2500,2150,1000,2000,119943
"5361",70000,1,2,2,35,1,2,2,0,0,0,44193,46168,45166,36283,20861,21374,3000,102,2400,894,1000,1000
"5362",30000,2,2,2,23,0,0,0,0,0,0,22756,27348,28285,14729,12935,13333,5000,2000,2000,500,500,0
"5363",2e+05,2,2,2,28,0,0,0,0,0,0,63314,64699,66029,66836,68390,69800,3000,3000,2500,2632,2700,3500
"5364",40000,1,1,2,24,0,0,0,0,0,0,39868,25714,17351,21567,18388,18353,1259,1700,6000,800,800,800
"5365",260000,2,3,1,54,-1,-1,-2,-2,-2,-2,9760,5465,2504,15809,3756,9560,5484,2504,16593,3764,11092,963
"5366",250000,1,1,1,34,0,0,0,0,0,0,6035,11782,7241,7277,4972,2609,1131,4000,3000,99,1000,6000
"5367",50000,2,3,2,44,2,2,2,2,2,2,40985,42115,41164,43658,44644,43798,2100,0,3500,2000,0,2000
"5368",70000,1,2,2,31,0,0,0,0,0,0,35515,36619,37725,38792,39447,40361,2000,2000,2000,1600,1700,1700
"5369",90000,2,2,1,34,1,-1,-1,-2,-2,-1,0,2098,0,0,0,501,2098,0,0,0,501,0
"5370",5e+05,2,2,2,37,0,0,0,0,0,0,51652,29550,33040,30757,35559,38981,5300,4000,3000,5300,5000,5000
"5371",20000,1,3,2,53,-1,0,-1,-1,-1,-1,13561,13050,390,18280,2880,1600,1105,390,18280,2880,1600,0
"5372",220000,1,2,1,48,0,0,-1,0,0,2,2858,1929,10417,9363,7898,5758,1000,10417,1061,525,0,313
"5373",110000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,576,0,0,0,0,576,0,0,0,0,0
"5374",50000,1,2,2,42,1,2,0,0,0,0,51047,47924,49053,50106,17756,18072,0,2200,2180,1000,1000,800
"5375",360000,2,2,2,34,0,0,0,0,0,0,122193,109382,109845,105271,96644,94973,5004,4031,3082,7018,2755,1813
"5376",3e+05,2,2,2,36,-1,-1,-1,0,0,0,8310,2592,77000,78718,80908,90495,2592,77000,3000,3500,11100,0
"5377",10000,2,3,2,45,1,2,3,2,0,0,6925,10273,9964,9327,9512,9200,3647,0,0,332,333,564
"5378",130000,1,1,2,34,0,0,0,0,0,0,30190,31179,30569,28659,26952,15852,1818,2002,1400,600,1000,0
"5379",50000,1,2,1,40,0,0,0,0,0,0,31852,28526,60032,25443,19600,19405,1600,2018,1500,1000,1500,1000
"5380",50000,1,2,2,45,0,0,0,0,0,0,48406,49880,47206,19189,19008,19687,2286,1302,678,695,1000,687
"5381",60000,2,3,1,37,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,150,499
"5382",3e+05,2,1,2,44,-2,-2,-2,-1,0,-1,9799,299,0,800,800,180,299,0,800,0,180,0
"5383",20000,2,1,2,23,0,0,0,-2,-2,-1,11967,5252,-340,-780,-780,780,1031,650,0,0,1560,150
"5384",150000,2,1,1,32,0,0,0,-2,-2,-2,75918,77025,0,0,0,0,3525,0,0,0,0,0
"5385",5e+05,1,1,1,32,0,0,0,0,0,0,15491,22984,20700,19805,23802,23085,12992,2009,5000,5000,2000,7000
"5386",150000,1,3,2,27,-1,-1,2,0,0,0,57386,58531,56544,48153,49288,36872,5000,422,2000,2041,2039,751
"5387",1e+05,2,2,2,31,-2,-2,-2,-2,-2,-2,4576,1872,2511,3333,2765,900,1872,2517,3339,2765,900,2575
"5388",50000,2,2,1,37,0,0,0,0,-1,-1,12246,11901,11631,11035,1335,90,1196,1261,1000,1335,90,1335
"5389",50000,2,2,2,49,0,0,0,0,0,0,43342,44441,45390,46310,47262,48219,2100,2000,1113,1143,1159,1381
"5390",120000,1,2,2,68,2,2,0,0,0,0,125406,123819,122209,122047,122019,130079,4400,4436,4370,4440,12600,4500
"5391",10000,1,2,1,45,0,0,0,2,0,0,7139,8416,9815,9508,9754,10192,1400,1700,0,400,600,200
"5392",80000,1,2,2,30,0,0,-1,-1,-1,-1,31299,37446,539,16673,21473,10715,20000,539,16673,21473,10715,10000
"5393",180000,2,1,2,40,0,0,0,0,0,0,42790,43899,45172,46121,95432,50984,1800,2000,2000,2332,5000,1000
"5394",1e+05,2,2,1,55,2,2,2,2,2,2,44400,47439,48385,49285,50176,51228,4100,2000,2000,2000,2000,0
"5395",70000,2,2,2,34,2,0,0,0,0,0,71332,71122,70012,66541,31609,31259,2744,3239,3405,1085,1102,1155
"5396",5e+05,1,1,1,46,-2,-2,-2,-2,-2,-2,0,0,1656,1400,0,0,0,1656,1400,0,0,0
"5397",270000,2,2,2,25,0,0,0,0,0,0,23579,24613,25617,25434,25966,26486,1419,1423,910,942,951,1000
